1	15
2	27
3	22
4	28
5	20
6	22
7	18
8	8
9	6
10	9
11	19
12	17
13	27
14	8
15	24
16	33
17	28
18	15
19	8
20	6
21	13
22	9
23	16
24	4
25	5
26	26
27	17
28	31
29	26
30	21
31	24
32	33
33	17
34	13
35	7
36	6
37	5
38	5
39	19
40	46
41	29
42	20
43	19
44	14
45	9
46	9
47	8
48	9
49	6
50	7
51	6
52	12
53	11
54	36
55	7
56	9
57	6
58	11
59	58
60	24
61	17
62	15
63	15
64	11
65	8
66	3
67	21
68	46
69	20
70	24
71	19
72	24
73	13
74	11
75	11
76	16
77	9
78	7
79	12
80	4
81	7
82	10
83	8
84	7
85	7
86	18
87	12
88	5
89	19
90	60
91	16
92	22
93	14
94	10
95	42
96	24
97	22
98	27
99	4
100	10
101	6
102	7
103	4
104	7
105	14
106	11
107	8
108	11
109	9
110	5
111	5
112	4
113	5
114	6
115	5
116	8
117	10
118	14
119	6
120	7
121	10
