1	3
2	2
3	1
4	1
5	2
6	3
7	1
8	0
9	3
10	9
11	16
12	10
13	6
14	4
15	2
16	3
17	18
18	22
19	10
20	14
21	14
22	9
23	8
24	3
25	1
26	2
27	5
28	4
29	2
30	4
31	5
32	4
33	2
34	2
35	2
36	19
37	17
38	14
39	14
40	8
41	4
42	3
43	8
44	11
45	19
46	10
47	13
48	11
49	12
50	11
51	6
52	6
53	2
54	4
55	5
56	10
57	7
58	4
59	4
60	4
61	2
62	5
63	18
64	19
65	17
66	8
67	4
68	4
69	7
70	7
71	4
72	21
73	17
74	13
75	14
76	13
77	13
78	10
79	5
80	13
81	14
82	6
83	6
84	4
85	5
86	4
87	4
88	4
89	10
90	23
91	31
92	22
93	9
94	6
95	3
96	8
97	3
98	2
99	10
100	30
101	19
102	15
103	14
104	11
105	16
106	11
107	6
108	4
109	8
110	7
111	8
112	6
113	4
114	9
115	3
116	3
117	26
118	36
119	24
120	9
121	9
