1	236.775
2	235.175
3	240.5
4	244.475
5	245.9
6	249.6
7	249.925
8	250.05
9	239.7
10	232.175
11	226.8
12	234.7
13	236.325
14	234.25
15	237.375
16	233.55
17	231.325
18	233.925
19	232.975
20	236.6
21	237.075
22	236.425
23	236.425
24	234.4
25	231.2
26	231.925
27	230.925
28	236.675
29	239.925
30	247.85
31	247.9
32	239
33	235.45
34	223.15
35	213.2
36	218.625
37	231.4
38	232.925
39	235.375
40	237.5
41	236.25
42	230.575
43	223.5
44	224.225
45	227.825
46	228.625
47	235.4
48	238.8
49	241.475
50	236.975
51	232.9
52	230.875
53	227.9
54	227.85
55	228.525
56	232.15
57	233.075
58	235.875
59	237.475
60	234.375
61	235.4
62	235.05
63	237.125
64	239.65
65	242.225
66	240.725
67	239.275
68	243.275
69	242
70	240.375
71	238.925
72	237.375
73	233.25
74	233.425
75	239.15
76	241.3
77	242.725
78	241.7
79	237.575
80	232.1
81	233.3
82	233
83	236.4
84	235.7
85	237.275
86	237.3
87	236.8
88	234.875
89	234.325
90	231.925
91	231.375
92	230.275
93	229.325
94	226.975
95	227.275
96	235.65
97	237.5
98	241.85
99	251.075
100	257.425
101	251.75
102	254.425
103	257.05
104	252.6
105	247.575
106	244.9
107	241.725
108	241.25
109	240.25
110	239.9
111	237.6
112	235.725
113	235.5
114	236.325
115	238.8
116	237.5
117	237.925
118	237.075
119	236.2
120	233.15
121	230.175
122
