1.000000000000000000e+00 1.000000000000000000e+00 2.328163516724878965e-02
2.000000000000000000e+00 1.000000000000000000e+00 1.280368192447021436e-01
3.000000000000000000e+00 1.000000000000000000e+00 8.545295580957931181e-01
4.000000000000000000e+00 1.000000000000000000e+00 1.896276882560368637e+00
5.000000000000000000e+00 1.000000000000000000e+00 2.745244778663422203e+00
6.000000000000000000e+00 1.000000000000000000e+00 3.130973934268715286e+00
7.000000000000000000e+00 1.000000000000000000e+00 2.853894269852772059e+00
8.000000000000000000e+00 1.000000000000000000e+00 1.866456728481530547e+00
9.000000000000000000e+00 1.000000000000000000e+00 6.740385320116236700e-01
1.000000000000000000e+01 1.000000000000000000e+00 3.562211397399443757e-02
1.100000000000000000e+01 1.000000000000000000e+00 1.289763989498829699e-01
1.200000000000000000e+01 1.000000000000000000e+00 5.199965570600790787e-01
1.300000000000000000e+01 1.000000000000000000e+00 8.045292886702611890e-01
1.400000000000000000e+01 1.000000000000000000e+00 8.796160784315454340e-01
1.500000000000000000e+01 1.000000000000000000e+00 7.799509437732941031e-01
1.600000000000000000e+01 1.000000000000000000e+00 5.688127508790189468e-01
1.700000000000000000e+01 1.000000000000000000e+00 3.554567304676560791e-01
1.800000000000000000e+01 1.000000000000000000e+00 2.347599083458776215e-01
1.900000000000000000e+01 1.000000000000000000e+00 2.172279453968239404e-01
2.000000000000000000e+01 1.000000000000000000e+00 2.485255913959324436e-01
2.100000000000000000e+01 1.000000000000000000e+00 2.176034592208448415e-01
2.200000000000000000e+01 1.000000000000000000e+00 8.474111328713281044e-02
2.300000000000000000e+01 1.000000000000000000e+00 1.076650839677113173e-03
2.400000000000000000e+01 1.000000000000000000e+00 2.102282774698927686e-02
2.500000000000000000e+01 1.000000000000000000e+00 1.498160974530027105e-02
2.600000000000000000e+01 1.000000000000000000e+00 8.338210727871813582e-03
2.700000000000000000e+01 1.000000000000000000e+00 1.612521451967605657e-01
2.800000000000000000e+01 1.000000000000000000e+00 4.956842551249859841e-01
2.900000000000000000e+01 1.000000000000000000e+00 8.476389052849071515e-01
3.000000000000000000e+01 1.000000000000000000e+00 1.035210406154477347e+00
3.100000000000000000e+01 1.000000000000000000e+00 1.005239714514734484e+00
3.200000000000000000e+01 1.000000000000000000e+00 8.049889193890545913e-01
3.300000000000000000e+01 1.000000000000000000e+00 5.308233880676560545e-01
3.400000000000000000e+01 1.000000000000000000e+00 3.023022486376379381e-01
3.500000000000000000e+01 1.000000000000000000e+00 1.715796612818012989e-01
3.600000000000000000e+01 1.000000000000000000e+00 9.585927400259543207e-02
3.700000000000000000e+01 1.000000000000000000e+00 2.122432402085709310e-02
3.800000000000000000e+01 1.000000000000000000e+00 2.968532693038163778e-02
3.900000000000000000e+01 1.000000000000000000e+00 4.130769043662445017e-01
4.000000000000000000e+01 1.000000000000000000e+00 1.264768277950217623e+00
4.100000000000000000e+01 1.000000000000000000e+00 2.009797729937163879e+00
4.200000000000000000e+01 1.000000000000000000e+00 2.027488676786208366e+00
4.300000000000000000e+01 1.000000000000000000e+00 1.501900495965160509e+00
4.400000000000000000e+01 1.000000000000000000e+00 9.963426728270103894e-01
4.500000000000000000e+01 1.000000000000000000e+00 7.787891109035548487e-01
4.600000000000000000e+01 1.000000000000000000e+00 8.721923232597901254e-01
4.700000000000000000e+01 1.000000000000000000e+00 1.270549590659881822e+00
4.800000000000000000e+01 1.000000000000000000e+00 1.904645294377166342e+00
4.900000000000000000e+01 1.000000000000000000e+00 2.585007226003197989e+00
5.000000000000000000e+01 1.000000000000000000e+00 3.121124207545651341e+00
5.100000000000000000e+01 1.000000000000000000e+00 3.354150568396828902e+00
5.200000000000000000e+01 1.000000000000000000e+00 3.084837221312499711e+00
5.300000000000000000e+01 1.000000000000000000e+00 2.242996566145354809e+00
5.400000000000000000e+01 1.000000000000000000e+00 1.144480504232578966e+00
5.500000000000000000e+01 1.000000000000000000e+00 3.173103636944249462e-01
5.600000000000000000e+01 1.000000000000000000e+00 1.009895036548180518e-02
5.700000000000000000e+01 1.000000000000000000e+00 5.996095543269703426e-02
5.800000000000000000e+01 1.000000000000000000e+00 2.487516759601373084e-01
5.900000000000000000e+01 1.000000000000000000e+00 5.469022103869898288e-01
6.000000000000000000e+01 1.000000000000000000e+00 9.666123356361443486e-01
6.100000000000000000e+01 1.000000000000000000e+00 1.293408388715795443e+00
6.200000000000000000e+01 1.000000000000000000e+00 1.194010227006378155e+00
6.300000000000000000e+01 1.000000000000000000e+00 6.963790136535242814e-01
6.400000000000000000e+01 1.000000000000000000e+00 1.788082109381384788e-01
6.500000000000000000e+01 1.000000000000000000e+00 9.752885887232710244e-03
6.600000000000000000e+01 1.000000000000000000e+00 4.675220480222336272e-01
6.700000000000000000e+01 1.000000000000000000e+00 1.369510923367374344e+00
6.800000000000000000e+01 1.000000000000000000e+00 1.754694702779886484e+00
6.900000000000000000e+01 1.000000000000000000e+00 1.177707308558528787e+00
7.000000000000000000e+01 1.000000000000000000e+00 4.441729060045750965e-01
7.100000000000000000e+01 1.000000000000000000e+00 1.096298936728457574e-01
7.200000000000000000e+01 1.000000000000000000e+00 2.441117096004984804e-02
7.300000000000000000e+01 1.000000000000000000e+00 8.194823271565008713e-03
7.400000000000000000e+01 1.000000000000000000e+00 1.099403437361880058e-02
7.500000000000000000e+01 1.000000000000000000e+00 3.667928068373633999e-02
7.600000000000000000e+01 1.000000000000000000e+00 9.114150448201881194e-02
7.700000000000000000e+01 1.000000000000000000e+00 1.261096275151468715e-01
7.800000000000000000e+01 1.000000000000000000e+00 8.241924189656707478e-02
7.900000000000000000e+01 1.000000000000000000e+00 9.534943576117846722e-03
