1	3.22
2	3.4
3	3.12
4	2.7
5	3.24
6	3.44
7	2.95
8	3.14
9	3.26
10	3.42
11	3.22
12	3.575
13	3.24
14	3.02
15	2.98
16	2.94
17	3.84
18	3.175
19	3.375
20	3.02
21	2.95
22	3.175
23	2.875
24	2.66
25	2.68
26	2.92
27	3.25
28	3.125
29	2.66
30	2.66
31	3.02
32	2.6
33	2.4666666666667
34	4
35	3.466
36	2.9333333333333
37	3.16
38	3
39	3.4666666666667
40	2.98
41	2.9333333333333
42	3.18
43	3.025
44	2.825
45	3.075
46	3.04
47	3.28
48	2.9
49	3.075
50	2
51	3.2333333333333
52	3.475
53	4.4
54	3.65
55	4.15
56	3.54
57	3.775
58	3.76
59	3.5
60	3.5
61	3.65
62	3.825
63	3.6666666666667
64	3.5
65	3.95
66	4.22
67	4.2
68	3.82
69	4
70	3.96
71	4.0333333333333
72	4.7
73	3.74
74	3.92
75	4
76	4.04
77	3.98
78	3.925
79	4.08
80	4.5
81	3.62
82	4.075
83	4.675
84	3.88
85	4.075
86	3.85
87	4.625
88	4.775
89	4.28
90	4.34
91	3.85
92	3.2
93	3.85
94	4.325
95	4.125
96	4.8625
97	5.6
98	3.9
99	5.025
100	3.65
101	4.125
102	3.7333333333333
103	3.5
104	3.88
105	4.3333333333333
106	3.64
107	4.02
108	4.1333333333333
109	4.16
110	4.06
111	3.88
112	3.94
113	4.18
114	3.875
115	4.3
116	4.1
117	3.96
118	3.94
119	3.92
120	3.9
121	4.5
