time FoF2
 0.00  1.92
 1.00  1.75
 2.00   nan
 3.00   nan
 4.00   nan
 5.00  2.33
 6.00  3.81
 7.00  4.67
 8.00  5.02
 9.00  5.50
10.00  5.10
11.00  5.62
12.00  4.58
13.00  3.69
14.00  2.58
15.00  2.08
16.00   nan
17.00   nan
18.00  1.75
19.00  1.86
20.00  1.92
21.00  2.10
22.00  1.99
23.00  1.99
