time FoF2
 0.00  2.01
 1.00  1.81
 2.00  1.87
 3.00  1.92
 4.00  1.94
 5.00  2.77
 6.00  4.39
 7.00  5.29
 8.00  4.94
 9.00  4.47
10.00  6.00
11.00  5.38
12.00  4.34
13.00  3.48
14.00  3.00
15.00  2.78
16.00  2.34
17.00  2.00
18.00   nan
19.00  2.20
20.00  2.22
21.00  2.46
22.00  2.71
23.00  2.70
