1	6.18
2	2.76
3	6.38
4	6.34
5	6.22
6	6.2
7	6.64
8	6.48
9	5.98
10	6.48
11	6.3
12	6.6
13	6.76
14	6.7
15	6.5
16	6.68
17	6.4
18	6.2
19	5.92
20	6.32
21	5.92
22	6.2
23	6.04
24	5.9
25	5.76
26	5.82
27	5.96
28	2.58
29	6.26
30	6.76
31	6.14
32	6.5
33	6.14
34	5.76
35	5.86
36	5.76
37	5.9
38	5.8
39	5.86
40	7.02
41	6.56
42	6.02
43	6.34
44	6.1
45	6.02
46	5.94
47	5.86
48	5.64
49	6.14
50	5.84
51	6.04
52	6.12
53	6.46
54	6.12
55	6.66
56	6
57	6.1
58	6.4
59	5.9
60	6.7
61	4.76
62	5.4
63	5.46
64	5.64
65	5.84
66	5.98
67	5.46
68	5.58
69	6.02
70	5.64
71	5.32
72	5.54
73	6.02
74	5.58
75	5.52
76	5.5
77	5.52
78	5.72
79	5.68
80	5.2
81	5.46
82	5.9
83	5.44
84	5.78
85	6.26
86	6.34
87	6.16
88	6.4
89	6.54
90	7.02
91	6.8
92	6.78
93	7.32
94	6.54
95	6.26
96	6.08
97	6.56
98	5.96
99	6.48
100	5.88
101	6
102	4.92
103	5
104	5.48
105	5.8
106	6.2
107	5.94
108	5.92
109	6.24
110	6.06
111	5.92
112	6.06
113	6.04
114	6.4
115	6.12
116	6.56
117	6.3
118	6.24
119	5.72
120	6.52
121	6.24
