time FoF2
 0.00  2.48
 1.00  2.02
 2.00   nan
 3.00   nan
 4.00   nan
 5.00  2.79
 6.00  4.36
 7.00  5.08
 8.00  5.25
 9.00  5.14
10.00  4.98
11.00  4.68
12.00  3.98
13.00  3.15
14.00  2.28
15.00  1.98
16.00  1.85
17.00  1.92
18.00  2.04
19.00  2.27
20.00  2.56
21.00  2.63
22.00  2.85
23.00  2.85
