time FoF2
 0.00  2.13
 1.00   nan
 2.00   nan
 3.00  1.80
 4.00  2.12
 5.00  3.21
 6.00  4.55
 7.00  5.24
 8.00  5.68
 9.00  5.22
10.00  5.38
11.00  5.29
12.00  4.82
13.00  4.14
14.00  3.05
15.00  2.83
16.00  2.31
17.00  2.68
18.00  2.99
19.00  3.30
20.00  3.22
21.00  3.51
22.00  3.55
23.00  3.09
